,tconst,primary_title,original_title,start_year,runtime_minutes,genres,actor,actress,composer,director,editor,producer,writer,movrating,r males,r females,r imdb users,r aged 18 29,r aged 30 44,r males aged 18 29,r males aged 30 44,r females aged 18 29,r top 1000 voters,r us users,r non us users,budget,global_gross,budget_inmil,gross_inmil,profit_ratio
238,tt3045616,Mortdecai,Mortdecai,2015,107.0,"Action,Comedy,Crime","nm0000136, nm0000191","nm0000569, nm1601397",,nm0462895,,"nm0566590, nm0218259, nm0493662","nm0036962, nm5795768",Approved,5.5,5.7,5.5,5.7,5.5,5.6,5.4,5.9,4.7,5.2,5.5,60000000,30418560,60.0,30.41856,0.506976
239,tt3053228,Day of the Dead: Bloodline,Day of the Dead: Bloodline,2018,90.0,Horror,"nm0000628, nm2648903, nm6812490",nm5310225,,nm1791902,,"nm0203246, nm0132300","nm0867127, nm2556052, nm0001681",R,3.4,3.5,3.4,3.2,3.3,3.1,3.3,3.6,3.6,3.4,3.3,8000000,245985,8.0,0.245985,0.030748125
240,tt3062096,Inferno,Inferno,2016,121.0,"Action,Adventure,Crime","nm0000158, nm0451234, nm0004936",nm0428065,nm0001877,nm0000165,,nm0004976,"nm1467010, nm0462895",PG-13,6.1,6.3,6.2,6.3,6.1,6.3,6.0,6.5,5.5,6.1,6.1,75000000,220021259,75.0,220.021259,2.9336167866666667
241,tt3065204,The Conjuring 2,The Conjuring 2,2016,134.0,"Drama,Horror,Mystery",nm0933940,"nm0267812, nm4068901, nm0640323",,nm1490123,,"nm0755911, nm0184620","nm0370937, nm0370928, nm0424901",R,7.3,7.3,7.3,7.4,7.2,7.4,7.2,7.3,6.9,7.3,7.2,40000000,320392818,40.0,320.392818,8.00982045
242,tt3068194,Love & Friendship,Love & Friendship,2016,90.0,"Comedy,Drama,Romance",nm1882152,"nm0000295, nm0001721, nm4563896",nm1342292,nm0001775,,"nm1175084, nm1545093",nm0000807,PG,6.5,6.2,6.4,6.6,6.4,6.8,6.5,6.3,5.7,6.7,6.3,3000000,13848959,3.0,13.848959,4.616319666666667
243,tt3072482,Hardcore Henry,Hardcore Henry,2015,96.0,"Action,Adventure,Sci-Fi","nm1663205, nm0000619, nm1572716",nm2247245,nm1748780,nm5820154,,"nm0067457, nm6924140, nm4492491",nm0829901,R,6.7,6.4,6.7,6.9,6.7,6.9,6.7,6.7,6.0,6.6,6.7,2000000,16810562,2.0,16.810562,8.405281
244,tt3076658,Creed,Creed,2015,133.0,"Drama,Sport","nm0430107, nm0000230","nm1935086, nm0711118",,nm3363032,,"nm0935203, nm0153590, nm0153587, nm0854772",nm2128400,PG-13,7.6,7.5,7.6,7.8,7.5,7.8,7.5,7.7,7.1,7.8,7.4,35000000,173567581,35.0,173.567581,4.959073742857143
245,tt3095734,Monster Trucks,Monster Trucks,2016,104.0,"Action,Adventure,Comedy","nm1395771, nm0502073, nm0001608",nm3994408,,nm0917188,,nm0661289,"nm2081046, nm2816668, nm0008743, nm0074184",PG,5.6,6.3,5.6,5.6,5.6,5.5,5.5,6.2,5.1,5.7,5.6,125000000,64361194,125.0,64.361194,0.514889552
246,tt3104988,Crazy Rich Asians,Crazy Rich Asians,2018,120.0,"Comedy,Romance",nm6525901,"nm2090422, nm0000706, nm2110418",,nm0160840,,"nm0006597, nm1749221","nm1095804, nm1004604, nm5858664",PG-13,6.7,7.2,6.9,7.0,6.7,6.9,6.6,7.3,6.3,7.1,6.7,30000000,238532921,30.0,238.532921,7.951097366666667
247,tt3110958,Now You See Me 2,Now You See Me 2,2016,129.0,"Action,Adventure,Comedy","nm0251986, nm0749263, nm0000437, nm2002649",,,nm0160840,,nm0169256,"nm0004412, nm1095804, nm0945026, nm3242689",PG-13,6.3,6.8,6.5,6.7,6.3,6.6,6.2,7.0,5.9,6.3,6.3,90000000,334901337,90.0,334.901337,3.721125966666667
248,tt3147312,Desierto,Desierto,2015,88.0,"Drama,Thriller","nm0305558, nm0604742, nm1593407",nm6298957,,nm0190861,,"nm0318570, nm0190859, nm0190860, nm4111213",nm2592913,R,6.0,6.0,6.0,6.0,6.0,6.0,5.9,5.9,5.5,5.9,6.0,3000000,1607334,3.0,1.607334,0.535778
249,tt3152624,Trainwreck,Trainwreck,2015,125.0,"Comedy,Drama,Romance","nm0352778, nm0703800","nm2154960, nm0488953",nm0109726,nm0031976,"nm0958393, nm0449820",nm0578814,,R,6.1,6.4,6.2,6.3,6.2,6.2,6.1,6.3,5.8,6.5,6.1,35000000,140795793,35.0,140.795793,4.022736942857143
250,tt3168230,Mr. Holmes,Mr. Holmes,2015,104.0,"Drama,Mystery","nm0005212, nm0760796","nm0001473, nm0602455",,nm0174374,,"nm0136904, nm2096617","nm1616194, nm0368774, nm0236279",PG,6.8,7.0,6.9,7.0,6.8,7.0,6.7,7.0,6.4,7.0,6.8,11000000,29355203,11.0,29.355203,2.668654818181818
251,tt3170832,Room,Room,2015,118.0,"Drama,Thriller","nm5016878, nm0108703","nm0488953, nm0187724",nm0719673,nm1049433,,"nm3510918, nm0347384",nm1480980,R,8.1,8.3,8.1,8.3,8.0,8.3,8.0,8.4,7.5,8.2,8.1,13000000,36262783,13.0,36.262783,2.789444846153846
252,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016,132.0,"Adventure,Family,Fantasy","nm1519666, nm0283945","nm2239702, nm0837223",nm0006133,nm0946734,,"nm0382268, nm0460141, nm0927880",nm0746830,PG-13,7.2,7.7,7.3,7.4,7.2,7.3,7.1,7.8,6.8,7.3,7.2,180000000,814037575,180.0,814.037575,4.522430972222222
253,tt3190158,Passage to Mars,Passage to Mars,2016,94.0,Adventure,nm0704270,,nm5601091,nm1899494,,nm1892508,,Not Rated,4.1,4.2,4.5,3.5,4.2,3.2,4.2,4.8,4.7,3.9,4.1,2150000,3227000,2.15,3.227,1.5009302325581395
254,tt3195644,Insidious: Chapter 3,Insidious: Chapter 3,2015,97.0,"Horror,Mystery,Thriller","nm0000551, nm0760151, nm1191481",nm2640887,nm1177766,,nm0023398,"nm0089658, nm2305431, nm1490123",,PG-13,6.0,6.2,6.1,6.1,6.0,6.1,6.0,6.2,5.5,6.2,6.0,10000000,120678444,10.0,120.678444,12.0678444
255,tt3203606,Trumbo,Trumbo,2015,124.0,"Biography,Drama","nm0186505, nm0127373","nm0000178, nm0000545",,nm0005366,,"nm0518757, nm0003819, nm0506075","nm0573695, nm6983391",R,7.5,7.5,7.5,7.5,7.4,7.5,7.4,7.5,6.9,7.4,7.5,15000000,11430025,15.0,11.430025,0.7620016666666667
256,tt3216348,Incarnate,Incarnate,2016,91.0,"Horror,Thriller","nm0001173, nm3458761","nm0396924, nm1503432",nm0516908,nm0679031,,"nm0089658, nm0257333, nm0782739",nm0159892,PG-13,5.2,5.4,5.3,5.2,5.2,5.2,5.2,5.4,5.0,5.2,5.2,5000000,6341855,5.0,6.341855,1.268371
257,tt3263904,Sully,Sully,2016,96.0,"Biography,Drama","nm0000158, nm0001173","nm0001473, nm0536723",,nm0000142,,"nm0601954, nm0550881","nm0464548, nm3314810, nm5293055",PG-13,7.4,7.6,7.4,7.5,7.4,7.5,7.4,7.6,7.2,7.5,7.4,60000000,240797623,60.0,240.797623,4.0132937166666665
258,tt3289724,Welcome to Marwen,Welcome to Marwen,2018,116.0,"Biography,Comedy,Drama","nm0136797, nm1571804, nm0641610, nm5775621",,nm0006293,nm0000709,,"nm0552070, nm0710759, nm0823330",nm0003031,PG-13,6.1,6.4,6.2,6.1,6.2,6.0,6.1,6.5,5.5,6.0,6.2,39000000,12463520,39.0,12.46352,0.3195774358974359
259,tt3297382,The Crash,Jekyll Island,2017,84.0,"Crime,Thriller",nm0342029,"nm0000378, nm1455681, nm1872698",,nm1736575,,"nm1417828, nm2733869, nm1410462, nm2954344, nm4643750",,R,4.1,4.4,4.2,4.1,4.2,3.8,4.1,4.8,4.5,4.2,4.1,20000000,3180500,20.0,3.1805,0.159025
260,tt3300542,London Has Fallen,London Has Fallen,2016,99.0,"Action,Thriller","nm0124930, nm0001173, nm0000151",nm0000291,,nm0619836,,,"nm3466037, nm4950667, nm4951717, nm0345615, nm3203841",R,5.8,6.2,5.9,5.9,5.8,5.9,5.7,6.3,5.6,6.1,5.7,60000000,205908795,60.0,205.908795,3.43181325
261,tt3315342,Logan,Logan,2017,137.0,"Action,Drama,Sci-Fi","nm0413168, nm0001772, nm2933542",nm6748436,,nm0003506,,,"nm0918083, nm0291082, nm0338169, nm0739661, nm0859471",R,8.1,7.9,8.1,8.3,7.9,8.3,7.9,8.1,7.6,8.2,7.9,97000000,619021436,97.0,619.021436,6.381664288659794
262,tt3322364,Concussion,Concussion,2015,123.0,"Biography,Drama,Sport","nm0000226, nm0000285, nm0000983, nm0001556",,,nm1481618,,"nm0795834, nm0134578, nm0264857, nm0000631",nm6543415,PG-13,7.1,7.3,7.1,7.2,7.1,7.2,7.1,7.4,6.4,7.1,7.1,35000000,50374432,35.0,50.374432,1.4392694857142856
263,tt3332064,Pan,Pan,2015,111.0,"Adventure,Comedy,Family","nm5920962, nm0413168, nm1330560",nm1913734,,nm0942504,,"nm0916986, nm0075528, nm1150863","nm0297229, nm0057381",PG,5.6,6.1,5.7,5.7,5.7,5.5,5.6,6.2,5.1,5.6,5.7,150000000,151543635,150.0,151.543635,1.0102909
264,tt3348730,Jigsaw,Jigsaw,2017,92.0,"Crime,Horror,Mystery","nm1432956, nm0068551, nm0719678",nm5557932,,"nm1294961, nm1294962",,"nm0388898, nm0121117","nm0831457, nm1539257",R,5.7,6.0,5.8,5.8,5.7,5.8,5.6,6.1,5.5,5.7,5.7,10000000,104223315,10.0,104.223315,10.4223315
265,tt3361792,Tolkien,Tolkien,2019,112.0,"Biography,Drama,War","nm0396558, nm0000538, nm0001394",nm2934314,,nm1933648,,"nm0858123, nm1858656, nm2819401","nm1216554, nm0073571",PG-13,6.7,7.1,6.8,6.9,6.7,6.8,6.6,7.2,5.9,6.8,6.7,20000000,7776413,20.0,7.776413,0.38882065
266,tt3367294,Compadres,Compadres,2016,101.0,"Action,Comedy,Crime","nm1410318, nm6368720, nm0000616, nm0001629",,,nm1761722,,"nm3348018, nm0327900, nm0506368","nm0674071, nm2239581",R,4.6,5.2,4.8,4.9,4.5,4.9,4.5,5.4,3.2,4.4,4.8,3000000,7353544,3.0,7.353544,2.4511813333333334
267,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi","nm0000242, nm0000164, nm0241049",nm2652095,,nm0000881,,nm0117290,"nm1436466, nm0391344, nm0634307, nm0326040",PG-13,5.2,5.7,5.2,5.2,5.2,5.1,5.1,5.7,4.8,5.1,5.1,217000000,605425157,217.0,605.425157,2.78997768202765
268,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016,144.0,"Action,Adventure,Sci-Fi","nm0564215, nm1055413, nm0396558",nm2225369,,nm0001741,,,"nm0498278, nm1334526, nm1002424, nm0003529, nm0456158",PG-13,6.9,7.3,6.9,7.0,6.9,6.9,6.8,7.3,6.6,6.8,6.9,178000000,543934787,178.0,543.934787,3.0558134101123597
269,tt3387266,A United Kingdom,A United Kingdom,2016,111.0,"Biography,Drama,Romance","nm0654648, nm0271657, nm0202603",nm0683253,,nm1392994,,"nm0556641, nm0337676, nm0381413","nm0382505, nm8815175",PG-13,6.7,7.1,6.8,6.8,6.7,6.7,6.6,7.0,5.9,6.8,6.8,14000000,13819139,14.0,13.819139,0.9870813571428572
270,tt3387542,The Forest,The Forest,2016,93.0,"Horror,Mystery,Thriller","nm2151126, nm3852131","nm1754059, nm0901110",,nm4941030,,"nm0511482, nm0333060","nm4528537, nm0180506, nm2406892",PG-13,4.8,5.0,4.8,4.8,4.8,4.7,4.7,5.1,4.4,4.8,4.8,10000000,30687600,10.0,30.6876,3.06876
271,tt3393786,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,2016,118.0,"Action,Thriller","nm0000129, nm0388038, nm0460694",nm1130627,,nm0001880,,"nm0003160, nm1447370","nm0921013, nm0380980, nm1676193",PG-13,6.1,6.2,6.1,6.2,6.0,6.2,6.0,6.2,5.9,6.1,6.0,60000000,162146076,60.0,162.146076,2.7024345999999997
272,tt3397884,Sicario,Sicario,2015,121.0,"Action,Crime,Drama","nm0000982, nm0001125, nm1256532",nm1289434,,nm0898288,,"nm0568093, nm0412588, nm0524745, nm2590720",nm0792263,R,7.7,7.3,7.6,7.7,7.6,7.7,7.6,7.3,7.3,7.9,7.6,30000000,84872444,30.0,84.872444,2.8290814666666666
273,tt3401882,Fist Fight,Fist Fight,2017,91.0,Comedy,"nm0001084, nm0206359, nm0605079",nm0376716,,nm0007193,,"nm0506613, nm2950264","nm2448917, nm4105248, nm0339011",R,5.6,5.7,5.6,5.7,5.5,5.7,5.5,5.8,5.2,5.7,5.5,22000000,41087017,22.0,41.087017,1.867591681818182
274,tt3402236,Murder on the Orient Express,Murder on the Orient Express,2017,114.0,"Crime,Drama,Mystery","nm0000110, nm0000353","nm0004851, nm0001132",,,,"nm0769644, nm0330428, nm0388788, nm1334526","nm0338169, nm0002005",PG-13,6.5,6.6,6.5,6.6,6.4,6.6,6.4,6.7,6.1,6.5,6.4,55000000,352789811,55.0,352.789811,6.4143602
275,tt3410834,Allegiant,Allegiant,2016,120.0,"Action,Adventure,Mystery","nm3772243, nm0001099","nm0940362, nm0915208",,nm0777881,,nm0279651,"nm3834300, nm0177836, nm0171651, nm4316121",PG-13,5.6,6.0,5.7,5.7,5.6,5.6,5.5,6.0,5.0,5.7,5.6,110000000,179246868,110.0,179.246868,1.6295169818181818
276,tt3411444,Ferdinand,Ferdinand,2017,108.0,"Adventure,Animation,Comedy","nm1078479, nm0134072, nm5375420",nm0571952,,nm0757858,,,"nm0452235, nm0047916, nm8758198, nm0178589, nm0120816",PG,6.6,7.1,6.7,6.8,6.6,6.7,6.5,7.2,6.1,6.6,6.7,111000000,295038508,111.0,295.038508,2.6580045765765763
277,tt3416532,A Monster Calls,A Monster Calls,2016,108.0,"Animation,Drama,Fantasy","nm6484968, nm1527905","nm0000244, nm0428065",nm1302939,nm1291105,,nm1428086,"nm4710432, nm8435299",PG-13,7.4,7.6,7.5,7.6,7.4,7.6,7.4,7.7,6.8,7.5,7.4,43000000,40919166,43.0,40.919166,0.9516085116279069
278,tt3416828,Ice Age: Collision Course,Ice Age: Collision Course,2016,94.0,"Adventure,Animation,Comedy","nm0005380, nm0001459, nm0000491, nm0917188",,,"nm0862211, nm1154886",,,"nm0813289, nm5022110, nm0073850, nm3229505",PG,5.6,6.1,5.7,5.8,5.6,5.6,5.6,6.2,5.4,5.6,5.6,105000000,408579038,105.0,408.579038,3.8912289333333336
279,tt3450650,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime","nm0416673, nm0895150","nm2263115, nm0022161",nm0340003,nm0275698,,"nm0307776, nm0316406, nm0001191",nm0048169,PG,4.3,4.7,4.4,4.4,4.3,4.3,4.3,4.8,4.0,4.1,4.4,30000000,107588225,30.0,107.588225,3.5862741666666667
280,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama","nm0785227, nm0000437, nm0001872",nm0465269,,nm0716257,,nm1858656,"nm0093560, nm0415425, nm0798646, nm0099541",PG-13,7.4,7.5,7.4,7.6,7.3,7.7,7.3,7.6,7.2,7.6,7.3,150000000,490664238,150.0,490.664238,3.27109492
281,tt3460252,The Hateful Eight,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery","nm0000168, nm0000621, nm0324658",nm0000492,nm0001553,nm0000233,,"nm0321621, nm0570690, nm0792049",,R,7.8,7.5,7.8,8.1,7.7,8.1,7.7,7.7,7.5,7.7,7.8,44000000,155760117,44.0,155.760117,3.5400026590909093
282,tt3469046,Despicable Me 3,Despicable Me 3,2017,89.0,"Adventure,Animation,Comedy","nm0136797, nm0005295","nm1325419, nm1388927",,"nm0049633, nm1853544, nm3210494",,nm0372329,"nm0666791, nm0202425",PG,6.2,6.5,6.3,6.2,6.2,6.2,6.2,6.5,6.1,6.3,6.2,80000000,1034799409,80.0,1034.799409,12.9349926125
283,tt3470600,Sing,Sing,2016,108.0,"Animation,Comedy,Family","nm0000190, nm0532235","nm0000702, nm0424060",nm0847926,"nm2888554, nm1134029",nm0674179,"nm0372329, nm0577560",,PG,7.1,7.3,7.1,7.1,7.1,7.1,7.0,7.3,6.5,7.0,7.1,75000000,634151679,75.0,634.151679,8.45535572
284,tt3486626,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017,91.0,"Adventure,Animation,Comedy","nm0004715, nm0134072, nm1293885",nm0748973,,nm2117510,,"nm5650752, nm1545935","nm0082839, nm1779809, nm0503259",PG,5.4,5.8,5.4,5.5,5.4,5.4,5.4,6.0,4.8,5.1,5.5,40000000,65146020,40.0,65.14602,1.6286504999999998
285,tt3491962,Outlaws and Angels,Outlaws and Angels,2016,120.0,"Action,Adventure,Drama","nm0614877, nm0005561","nm0001632, nm0247754","nm2715764, nm4565258",nm2356768,,"nm2160048, nm1149599, nm0466181",,R,5.4,5.7,5.4,5.5,5.3,5.5,5.3,5.8,4.9,5.4,5.3,930000,1439643,0.93,1.439643,1.5480032258064516
286,tt3498820,Captain America: Civil War,Captain America: Civil War,2016,147.0,"Action,Adventure,Sci-Fi","nm0262635, nm0000375, nm1659221",nm0424060,,"nm0751577, nm0751648",,,"nm0456158, nm1321655, nm1321656, nm0800209",PG-13,7.8,7.8,7.8,7.9,7.7,7.9,7.7,7.9,7.5,8.0,7.6,250000000,1153304495,250.0,1153.304495,4.61321798
287,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy","nm1165110, nm1089991, nm0749263",nm0000949,,nm0169806,,,"nm1293367, nm3069408, nm1219736, nm1236653, nm0498278",PG-13,7.8,8.1,7.9,7.9,7.8,7.9,7.8,8.1,7.4,8.0,7.7,180000000,853977126,180.0,853.977126,4.7443173666666665
288,tt3513498,The Lego Movie 2: The Second Part,The Lego Movie 2: The Second Part,2019,107.0,"Action,Adventure,Animation","nm0695435, nm0004715","nm0006969, nm1840504",,nm0593610,,,"nm0795975, nm0520488, nm0588087, nm3821363, nm0796950",PG,6.6,6.7,6.6,6.7,6.5,6.7,6.5,6.7,6.1,6.7,6.5,99000000,191306508,99.0,191.306508,1.9323889696969698
289,tt3521164,Moana,Moana,2016,107.0,"Adventure,Animation,Comedy","nm0425005, nm0607325","nm7635388, nm1344302",,"nm0166256, nm0615780, nm2320658, nm0930261",,,"nm0962596, nm1158544",PG,7.5,7.9,7.6,7.6,7.5,7.5,7.5,7.9,7.1,7.8,7.5,150000000,643331111,150.0,643.331111,4.288874073333333
290,tt3522806,Mechanic: Resurrection,Mechanic: Resurrection,2016,98.0,"Action,Adventure,Thriller","nm0005458, nm0000169","nm0004695, nm0000706",,nm0304541,,,"nm4256393, nm0137573, nm1909937, nm1912600, nm0519154",R,5.7,5.9,5.7,5.9,5.5,5.9,5.5,6.1,5.4,5.7,5.6,40000000,125729635,40.0,125.729635,3.143240875
291,tt3531824,Nerve,Nerve,2016,96.0,"Action,Adventure,Crime","nm2002649, nm1851028","nm0731075, nm2007030",,"nm1160962, nm1413364",,"nm1903054, nm0441097","nm0789366, nm6290393",PG-13,6.4,6.9,6.5,6.7,6.4,6.5,6.3,7.1,5.9,6.5,6.4,20000000,85251425,20.0,85.251425,4.26257125
292,tt3532216,American Made,American Made,2017,115.0,"Action,Biography,Comedy","nm0000129, nm1727304, nm0687146",nm0942792,,nm0510731,,"nm1003922, nm0029562, nm0205713, nm0004976",nm0818889,R,7.2,7.0,7.2,7.2,7.1,7.3,7.1,7.1,6.7,7.1,7.1,50000000,135569212,50.0,135.569212,2.7113842399999997
293,tt3540136,Wolf Warrior,Zhan lang,2015,90.0,"Action,Crime,Thriller","nm0943104, nm0196433, nm6039425",nm0950544,nm7604758,,,nm1310583,"nm8127866, nm8127867, nm3146222",Not Rated,5.4,5.7,5.4,5.6,5.3,5.6,5.3,5.8,5.0,5.4,5.3,12000000,90000000,12.0,90.0,7.5
294,tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama","nm0293509, nm0000547","nm0275486, nm3053338",,"nm0275629, nm0720135",,"nm0584427, nm0117290","nm1061622, nm5092324",R,6.5,6.9,6.6,6.6,6.5,6.5,6.5,6.8,5.9,6.6,6.6,35000000,24939010,35.0,24.93901,0.7125431428571428
295,tt3564472,Girls Trip,Girls Trip,2017,122.0,"Comedy,Drama",,"nm0356021, nm0001451, nm0000586, nm1840504",nm0628056,nm0002700,,nm0655510,"nm1106214, nm1244069, nm2002824",R,5.9,6.8,6.2,6.5,6.0,6.3,5.8,6.8,5.3,6.6,5.9,19000000,140949423,19.0,140.949423,7.418390684210526
296,tt3567288,The Visit,The Visit,2015,94.0,"Horror,Mystery,Thriller","nm4590837, nm0574513","nm4609822, nm0241759",,nm0796117,nm3002063,"nm0081514, nm0089658",,PG-13,6.2,6.3,6.2,6.3,6.2,6.3,6.2,6.4,5.8,6.2,6.2,5000000,98450062,5.0,98.450062,19.6900124
297,tt3585004,Zhongkui: Snow Girl and the Dark Crystal,Zhong Kui fu mo: Xue yao mo ling,2015,118.0,"Action,Fantasy,Romance","nm1179512, nm0152061","nm0508356, nm4339355",,"nm0666702, nm2800789",,nm3013229,"nm2898643, nm2383031, nm6663897",Not Rated,5.3,5.9,5.3,5.4,5.3,5.3,5.2,6.0,4.5,5.7,5.3,26400000,64325947,26.4,64.325947,2.436588901515152
298,tt3606752,Cars 3,Cars 3,2017,102.0,"Adventure,Animation,Comedy","nm0005562, nm0177933, nm0277213",nm2242399,,nm0270263,,,"nm0677037, nm0703078, nm0687937, nm1139293, nm1195697",G,6.7,7.0,6.7,6.8,6.7,6.8,6.6,7.0,6.3,6.7,6.7,175000000,383889151,175.0,383.889151,2.1936522914285717
299,tt3606756,Incredibles 2,Incredibles 2,2018,118.0,"Action,Adventure,Animation","nm0005266, nm9133740","nm0000456, nm1102970",nm0315974,nm0083348,,"nm0342430, nm0907869",,PG,7.6,7.8,7.6,7.8,7.5,7.7,7.5,7.9,7.3,7.8,7.5,200000000,1242770554,200.0,1242.770554,6.21385277
300,tt3622592,Paper Towns,Paper Towns,2015,109.0,"Comedy,Drama,Mystery","nm1822659, nm3641002, nm6819854",nm5353321,,nm1500577,,"nm0324041, nm2125212","nm2354099, nm2352210, nm1981261",PG-13,6.3,6.1,6.3,6.4,6.2,6.4,6.3,6.2,5.6,6.2,6.2,12000000,85512300,12.0,85.5123,7.126024999999999
301,tt3628584,Barbershop: The Next Cut,Barbershop: The Next Cut,2016,111.0,"Comedy,Drama","nm0001084, nm0026364","nm0356021, nm1073992",,nm0002700,,"nm0863387, nm0854052","nm1244069, nm2002824, nm0114197",PG-13,5.8,5.9,5.9,6.1,5.7,6.1,5.7,5.9,5.1,6.1,5.6,20000000,55030051,20.0,55.030051,2.75150255
302,tt3631112,The Girl on the Train,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",nm0857620,"nm1289434, nm2247245, nm0272581",nm0000384,nm0853238,,"nm1545176, nm0686887","nm0933379, nm6391502",R,6.4,6.8,6.5,6.6,6.5,6.5,6.4,6.8,5.9,6.4,6.5,45000000,173185859,45.0,173.185859,3.848574644444444
303,tt3640424,Allied,Allied,2016,124.0,"Action,Drama,Romance","nm0000093, nm0364813, nm1081121",nm0182839,nm0006293,nm0000709,,"nm0454752, nm0823330",nm1140275,R,7.1,7.1,7.1,7.2,7.0,7.2,7.1,7.2,6.4,7.0,7.1,85000000,119520023,85.0,119.520023,1.4061179176470588
304,tt3659388,The Martian,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi",nm0000354,"nm1567113, nm1325419, nm0544718",,nm0000631,,"nm0769644, nm0400240, nm1334526","nm1206844, nm1083982",PG-13,8.0,8.0,8.0,8.1,7.9,8.1,7.9,8.1,7.8,8.1,7.9,108000000,629281283,108.0,629.281283,5.8266785462962964
305,tt3672840,Dragon Blade,Tian jiang xiong shi,2015,127.0,"Action,Adventure,Drama","nm0000329, nm0000131, nm0004778, nm2184859",,nm0481691,nm0496752,,nm1682154,,R,6.0,6.1,6.0,6.5,5.9,6.5,5.9,6.6,5.6,5.6,5.9,65000000,123928485,65.0,123.928485,1.9065920769230769
306,tt3682448,Bridge of Spies,Bridge of Spies,2015,142.0,"Drama,History,Thriller","nm0000158, nm0753314, nm0000257",nm0752407,,nm0000229,,"nm0686887, nm1069736","nm4131020, nm0001053, nm0001054",PG-13,7.6,7.6,7.6,7.7,7.5,7.7,7.5,7.6,7.4,7.6,7.5,40000000,165478348,40.0,165.478348,4.1369587
307,tt3691740,The BFG,The BFG,2016,117.0,"Adventure,Family,Fantasy","nm0753314, nm1318596","nm6982717, nm0934362",nm0002354,nm0000229,,"nm0550881, nm0580303","nm0558953, nm0001094",PG,6.3,6.6,6.4,6.4,6.3,6.3,6.3,6.5,6.0,6.5,6.3,140000000,199905224,140.0,199.905224,1.4278944571428571
308,tt3697398,The Possession Experiment,The Possession Experiment,2016,84.0,"Horror,Thriller","nm6459792, nm6459793","nm6157422, nm5023159",,nm2359817,,"nm6915291, nm8659855, nm6463520, nm2250621",nm4078313,Not Rated,3.5,3.7,3.5,3.2,3.5,3.2,3.5,3.0,4.0,3.9,3.4,55000,751000,0.055,0.751,13.654545454545454
309,tt3717252,Underworld: Blood Wars,Underworld: Blood Wars,2016,91.0,"Action,Adventure,Fantasy","nm3772243, nm0580014","nm0000295, nm3091498",,nm0283816,,,"nm0564286, nm2309430, nm2040359, nm0340485, nm0936482",R,5.7,6.2,5.8,6.0,5.7,5.9,5.6,6.4,5.4,5.9,5.7,35000000,76130534,35.0,76.130534,2.1751581142857144
310,tt3717490,Power Rangers,Power Rangers,2017,124.0,"Action,Adventure,Sci-Fi","nm4223882, nm5518972, nm3485108",nm4305463,,nm2410311,,,"nm0612487, nm0309691, nm1948885, nm2332952, nm1802251",PG-13,5.9,6.3,5.9,6.1,5.8,6.0,5.8,6.5,5.4,6.3,5.7,100000000,142337240,100.0,142.33724,1.4233724
311,tt3717510,The Drop Box,The Drop Box,2015,79.0,"Biography,Documentary,News",,,"nm4149899, nm3226095",nm6481916,,"nm7117970, nm7117971, nm7117972, nm6481917",,Not Rated,7.4,8.4,7.9,8.0,8.0,7.5,7.6,8.5,5.8,8.1,7.5,175000,3300000,0.175,3.3,18.857142857142858
312,tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy","nm1089991, nm0000168, nm0000604",nm0488953,,nm3611349,,,"nm0178260, nm0319659, nm1440919, nm2081046, nm0309691",PG-13,6.6,6.7,6.6,6.7,6.6,6.7,6.6,6.7,6.7,6.7,6.5,185000000,566652812,185.0,566.652812,3.062988172972973
313,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,132.0,"Action,Adventure,Fantasy","nm0151419, nm0913822","nm0267812, nm5611121",,nm1002424,,"nm0661289, nm1247503, nm0419169","nm1296461, nm1440919",PG-13,6.0,6.2,6.0,6.2,5.9,6.2,5.9,6.3,5.9,6.3,5.8,170000000,386600138,170.0,386.600138,2.2741184588235295
314,tt3741834,Lion,Lion,2016,118.0,"Biography,Drama","nm2353862, nm8061218","nm0000173, nm1913734",,nm0204628,,"nm0792431, nm2096617, nm2652108","nm6506884, nm1729294",PG-13,8.0,8.3,8.0,8.1,8.0,8.0,7.9,8.4,7.3,8.0,8.0,12000000,149571027,12.0,149.571027,12.46425225
