,tconst,primary_title,original_title,start_year,runtime_minutes,genres,actor,actress,composer,director,editor,producer,writer,movrating,r males,r females,r imdb users,r aged 18 29,r aged 30 44,r males aged 18 29,r males aged 30 44,r females aged 18 29,r top 1000 voters,r us users,r non us users,budget,global_gross,budget_inmil,gross_inmil,profit_ratio
392,tt4624424,Storks,Storks,2016,87.0,"Adventure,Animation,Comedy","nm1676221, nm0001288","nm1764070, nm0000098","nm0004582, nm0002217","nm0831557, nm0842339",,nm0506977,,PG,6.7,7.0,6.8,7.0,6.7,6.9,6.7,7.1,6.0,6.7,6.7,70000000,183388953,70.0,183.388953,2.6198421857142855
393,tt4630562,The Fate of the Furious,The Fate of the Furious,2017,136.0,"Action,Crime,Thriller","nm0004874, nm0005458, nm0425005",nm0735442,nm0003911,nm0336620,,"nm0288202, nm0605775","nm0860155, nm0604555",PG-13,6.6,7.1,6.7,6.7,6.5,6.7,6.5,7.2,6.2,6.7,6.5,250000000,1238764765,250.0,1238.764765,4.95505906
394,tt4633694,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018,117.0,"Action,Adventure,Animation","nm4271336, nm2159926, nm0991810",nm2794962,,"nm2130108, nm0709056, nm0745247",,"nm0588087, nm0032696",nm0520488,PG,8.3,8.5,8.4,8.5,8.2,8.5,8.2,8.6,7.6,8.5,8.2,90000000,375540831,90.0,375.540831,4.172675900000001
395,tt4649416,Almost Christmas,Almost Christmas,2016,111.0,"Comedy,Drama","nm0004898, nm0000418","nm0253708, nm0594898",nm1373352,nm0847859,nm0847258,nm0655510,,PG-13,5.8,6.4,6.1,6.3,5.9,6.1,5.7,6.4,5.3,6.2,5.7,17000000,42487325,17.0,42.487325,2.499254411764706
396,tt4649466,Kingsman: The Golden Circle,Kingsman: The Golden Circle,2017,141.0,"Action,Adventure,Comedy","nm5473782, nm0000147, nm0835016, nm1475594",,,nm0891216,,"nm0717230, nm0092061","nm0963359, nm2092839, nm1733301",R,6.7,6.9,6.7,6.9,6.6,6.9,6.6,7.1,6.4,6.7,6.7,104000000,410878571,104.0,410.878571,3.9507554903846156
397,tt4651520,Bad Moms,Bad Moms,2016,100.0,Comedy,,"nm0005109, nm1063517, nm0068338, nm0000775",nm0501999,"nm0524190, nm0601859",,"nm1088848, nm0865297",,R,6.0,6.6,6.2,6.4,6.1,6.1,6.0,6.7,5.5,6.3,6.1,20000000,183936074,20.0,183.936074,9.1968037
398,tt4667094,Fifty Shades of Black,Fifty Shades of Black,2016,92.0,Comedy,"nm0005541, nm0929609, nm0258402",nm1589825,nm0233199,nm1639277,nm0266377,,nm0023315,R,3.5,3.6,3.5,3.6,3.5,3.5,3.5,3.7,3.4,3.4,3.5,5000000,22227514,5.0,22.227514,4.4455028
399,tt4669788,On the Basis of Sex,On the Basis of Sex,2018,120.0,"Biography,Drama","nm2309517, nm0857620, nm0001832",nm0428065,nm0002217,nm0001460,,"nm0181202, nm0454908",nm1590589,PG-13,6.8,7.4,7.0,7.1,6.9,6.8,6.7,7.5,6.0,7.0,6.9,20000000,18348761,20.0,18.348761,0.91743805
400,tt4682786,Collateral Beauty,Collateral Beauty,2016,97.0,"Drama,Romance","nm0000226, nm0001570, nm0671567",nm0000701,,nm0291205,,"nm0837386, nm0106835, nm2251559, nm0289694",nm1615610,PG-13,6.7,7.1,6.8,6.8,6.7,6.7,6.6,7.2,5.4,6.5,6.7,36000000,88528280,36.0,88.52828,2.459118888888889
401,tt4687848,Railroad Tigers,Railroad Tigers,2016,124.0,"Action,Comedy,War","nm0000329, nm1548493, nm7301909, nm3073218",,,nm0227625,,"nm7443261, nm7443264, nm1284187","nm2091311, nm8691513",Not Rated,5.8,6.0,5.8,6.0,5.8,6.0,5.7,5.6,5.7,5.9,5.7,50000000,102205175,50.0,102.205175,2.0441035
402,tt4695012,It Comes at Night,It Comes at Night,2017,91.0,"Horror,Mystery","nm0249291, nm3571592","nm0252238, nm2142336",nm4590024,nm4099092,nm1755315,"nm3346661, nm1978398",,R,6.2,5.6,6.2,6.5,6.0,6.7,6.1,5.7,5.9,6.4,6.1,5000000,19720203,5.0,19.720203,3.9440406
403,tt4701182,Bumblebee,Bumblebee,2018,114.0,"Action,Adventure,Sci-Fi","nm7449863, nm1078479, nm6099602",nm2794962,,nm1325899,,"nm0006613, nm0000881, nm0220892, nm0225146",nm5429637,PG-13,6.7,7.0,6.8,6.9,6.7,6.9,6.6,7.0,6.5,6.9,6.6,135000000,467989645,135.0,467.989645,3.466589962962963
404,tt4701660,The Mermaid,Mei ren yu,2016,94.0,"Comedy,Drama,Fantasy","nm2874732, nm3881333","nm2514879, nm7467125",,nm0159507,,,"nm3221887, nm0150916, nm1385080, nm5650996, nm0465033",R,6.2,6.3,6.2,6.3,6.2,6.3,6.2,6.3,5.4,6.4,6.1,60720000,553810228,60.72,553.810228,9.120721805006589
405,tt4714782,Personal Shopper,Personal Shopper,2016,105.0,"Drama,Horror,Mystery","nm1955257, nm0509264","nm0829576, nm3335498",,nm0000801,nm1520209,nm0318570,,R,6.2,5.9,6.1,6.4,6.1,6.6,6.1,6.1,5.6,6.3,6.1,6000000,269920,6.0,0.26992,0.04498666666666667
406,tt4731136,A Cure for Wellness,A Cure for Wellness,2016,146.0,"Drama,Fantasy,Horror","nm2851530, nm0005042, nm2166477",nm5301405,nm1818744,nm0893659,,"nm0188396, nm0586969",nm1244808,R,6.4,6.3,6.4,6.5,6.3,6.6,6.3,6.5,6.3,6.3,6.4,40000000,26559557,40.0,26.559557,0.6639889250000001
407,tt4761916,Unfriended: Dark Web,Unfriended: Dark Web,2018,92.0,"Crime,Horror,Mystery",nm6018521,"nm5453200, nm3340597, nm4590703",,nm0839812,nm2022847,"nm0067457, nm0089658",,R,5.9,6.0,5.9,5.9,6.0,5.9,6.0,6.1,4.9,5.7,5.9,1000000,9483985,1.0,9.483985,9.483985
408,tt4765284,Pitch Perfect 3,Pitch Perfect 3,2017,93.0,"Comedy,Music",,"nm0447695, nm2313103, nm0811242, nm2319871",,nm2586324,,"nm0112189, nm0006969","nm0134224, nm0925234, nm3015467",PG-13,5.6,6.2,5.8,5.9,5.7,5.7,5.5,6.2,5.0,5.9,5.7,45000000,185736412,45.0,185.736412,4.127475822222222
409,tt4778988,LBJ,LBJ,2016,98.0,"Biography,Drama,History","nm0000437, nm1221863, nm0420955",nm0000492,,nm0001661,,"nm2809465, nm0313531, nm0323065, nm2807321",nm2432236,R,6.4,6.7,6.5,6.2,6.3,6.1,6.3,6.5,5.9,6.4,6.4,26000000,2510151,26.0,2.510151,0.09654426923076923
410,tt4779682,The Meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi","nm0005458, nm0933988, nm0193295",nm0508356,,nm0005509,,nm0043007,"nm1212988, nm0388377, nm0388375, nm0022709",PG-13,5.6,5.8,5.6,5.7,5.5,5.6,5.5,5.8,5.6,5.8,5.5,130000000,530243742,130.0,530.243742,4.078798015384615
411,tt4786282,Lights Out,Lights Out,2016,81.0,"Drama,Horror,Mystery","nm5145655, nm0121605","nm1954240, nm0004742",nm1818744,nm2497546,,"nm2302134, nm1490123",nm2104063,PG-13,6.3,6.4,6.3,6.4,6.2,6.4,6.2,6.4,6.1,6.4,6.2,4900000,148868835,4.9,148.868835,30.38139489795918
412,tt4799050,Rough Night,Rough Night,2017,101.0,"Comedy,Crime,Thriller",,"nm0424060, nm0571952, nm2368789, nm4477261",nm3825122,nm3622659,,"nm0065899, nm0866157",nm3625953,R,5.1,5.4,5.2,5.4,5.1,5.3,5.0,5.6,4.9,5.2,5.1,20000000,44436928,20.0,44.436928,2.2218464
413,tt4799066,Midnight Sun,Midnight Sun,2018,91.0,"Drama,Romance","nm2200639, nm1443527","nm2254074, nm0791723",,nm1228976,,"nm1496779, nm0309684, nm0725444","nm1309354, nm5560393",PG-13,6.5,6.7,6.6,6.7,6.4,6.7,6.3,6.8,4.9,6.4,6.5,2800000,27365467,2.8,27.365467,9.773381071428572
414,tt4846340,Hidden Figures,Hidden Figures,2016,127.0,"Biography,Drama,History",nm0000126,"nm0378245, nm0818055, nm1847117",,nm0577647,,"nm0867768, nm1858656, nm0317642","nm2284377, nm7446421",PG,7.7,8.2,7.8,7.9,7.7,7.7,7.6,8.3,7.3,7.9,7.7,25000000,235956898,25.0,235.956898,9.43827592
415,tt4849438,Baahubali 2: The Conclusion,Baahubali 2: The Conclusion,2017,167.0,"Action,Drama","nm1659141, nm2281292","nm2011932, nm1961459",,nm1442514,,,"nm4191232, nm2353436, nm7448575, nm4488268, nm4157919",Not Rated,8.1,8.4,8.2,8.3,8.0,8.3,7.9,8.5,6.1,8.2,7.9,40000000,275947313,40.0,275.947313,6.898682825
416,tt4853102,Batman: The Killing Joke,Batman: The Killing Joke,2016,76.0,"Action,Animation,Crime","nm0175834, nm0000434, nm0936403",nm0152839,,nm0515005,,,"nm0600872, nm1568755, nm2082787, nm0004170, nm0277730",R,6.4,6.4,6.4,6.5,6.3,6.5,6.3,6.6,5.7,6.3,6.4,3500000,4462034,3.5,4.462034,1.2748668571428572
417,tt4864932,Baaghi,Baaghi,2016,133.0,"Action,Thriller","nm5899377, nm4460942, nm3720657",nm3601766,nm2378882,nm1287649,,nm0618898,"nm8183827, nm7526240, nm1821635",Not Rated,5.1,5.3,5.2,5.2,4.9,5.2,5.0,5.6,4.0,5.2,5.0,5200000,18000000,5.2,18.0,3.4615384615384612
418,tt4877122,The Emoji Movie,The Emoji Movie,2017,86.0,"Adventure,Animation,Comedy","nm2554352, nm0179479","nm0267506, nm0748973",nm0236462,nm1902232,,nm0706904,"nm0796928, nm0925234, nm0388971",PG,3.2,4.4,3.3,3.0,3.7,2.7,3.5,4.3,3.1,3.1,3.5,50000000,217776646,50.0,217.776646,4.35553292
419,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi","nm0695435, nm1245863, nm6819854",nm0397171,,nm1291105,,"nm0189777, nm1428086","nm2081046, nm1119880, nm0000341",PG-13,6.1,6.6,6.2,6.2,6.1,6.1,6.0,6.7,6.0,6.1,6.1,170000000,1309484461,170.0,1309.484461,7.7028497705882355
420,tt4912910,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018,147.0,"Action,Adventure,Thriller","nm0000129, nm0147147, nm0000609, nm0670408",,nm1154632,nm0003160,,"nm0009190, nm0616735",nm0312367,PG-13,7.7,7.5,7.7,7.9,7.6,7.9,7.6,7.6,7.4,7.9,7.6,178000000,791107538,178.0,791.107538,4.444424370786517
421,tt4913966,The Curse of La Llorona,The Curse of La Llorona,2019,93.0,"Horror,Mystery,Thriller",nm0190441,"nm0004802, nm0892383, nm1581544",,nm1980431,,"nm1490123, nm2477891, nm0321631","nm5657522, nm3037068",R,5.3,5.4,5.3,5.3,5.3,5.2,5.2,5.3,4.9,5.3,5.2,9000000,122133739,9.0,122.133739,13.570415444444444
422,tt4925292,Lady Bird,Lady Bird,2017,94.0,"Comedy,Drama","nm0504832, nm2348627","nm1519680, nm0582418",nm0109726,nm1950086,,"nm4791912, nm0642161, nm0748784",,R,7.4,7.3,7.4,7.6,7.3,7.6,7.3,7.5,6.9,7.7,7.3,10000000,70758273,10.0,70.758273,7.0758273
423,tt4972582,Split,Split,2016,117.0,"Horror,Thriller",nm0564215,"nm5896355, nm4726634, nm4088627",nm3602603,nm0796117,nm3002063,"nm0081514, nm0089658",,PG-13,7.3,7.4,7.3,7.4,7.3,7.4,7.2,7.5,6.8,7.3,7.2,9000000,278454358,9.0,278.454358,30.939373111111113
424,tt4975722,Moonlight,Moonlight,2016,111.0,Drama,"nm0991810, nm5218990, nm7683379",nm0365140,nm1615109,nm1503575,,"nm0306890, nm1250070, nm1532846",nm4144120,R,7.3,7.6,7.4,7.6,7.2,7.6,7.2,7.7,6.7,7.8,7.3,1500000,55561162,1.5,55.561162,37.04077466666667
425,tt4981636,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016,92.0,"Comedy,Family","nm3838034, nm0198408","nm0334179, nm6835961",,nm0139867,,,"nm8032685, nm0101302, nm1376062, nm1289517, nm0666248",PG,6.0,6.4,6.1,6.2,5.9,6.1,5.8,6.4,5.1,6.1,5.9,8500000,20611649,8.5,20.611649,2.4248998823529413
426,tt5013056,Dunkirk,Dunkirk,2017,106.0,"Action,Drama,History","nm7887725, nm4422686, nm0753314, nm0362766",,nm0001877,nm0634240,nm0809059,nm0858799,,PG-13,7.8,7.9,7.9,8.1,7.7,8.1,7.7,8.1,7.6,7.9,7.8,100000000,525573161,100.0,525.573161,5.255731610000001
427,tt5027774,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,115.0,"Crime,Drama","nm0000437, nm0005377, nm2655177",nm0000531,nm0001980,nm1732981,nm0339856,"nm0110357, nm0194446",,R,8.1,8.2,8.2,8.3,8.1,8.3,8.0,8.3,7.7,8.1,8.1,15000000,160191915,15.0,160.191915,10.679461
428,tt5028340,Mary Poppins Returns,Mary Poppins Returns,2018,130.0,"Comedy,Family,Fantasy","nm0592135, nm0924210","nm1289434, nm0607865",nm0003299,nm0551128,,nm0686887,"nm0871308, nm1341735, nm0217896",PG,6.6,6.9,6.7,6.8,6.6,6.7,6.5,6.9,6.1,6.9,6.6,130000000,349537494,130.0,349.537494,2.6887499538461537
429,tt5052448,Get Out,Get Out,2017,104.0,"Horror,Mystery,Thriller","nm2257207, nm0925966","nm4129745, nm0001416",nm8752173,nm1443502,,"nm0089658, nm1197257, nm0572014",,R,7.7,7.7,7.7,7.9,7.6,7.9,7.6,7.8,7.2,7.9,7.6,5000000,255457364,5.0,255.457364,51.091472800000005
430,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018,122.0,"Action,Crime,Drama","nm0001125, nm0000982, nm0232998",nm5097044,,nm1356588,,"nm0568093, nm0412588, nm0524745, nm2590720",nm0792263,R,7.1,7.0,7.1,7.1,7.0,7.1,7.0,7.0,6.7,7.1,7.0,35000000,75836683,35.0,75.836683,2.1667623714285713
431,tt5083738,The Favourite,The Favourite,2018,119.0,"Biography,Drama,History",nm0396558,"nm1469236, nm1297015, nm0001838",,nm0487166,,"nm3717662, nm0218714, nm0347384","nm7629302, nm1110111",R,7.5,7.5,7.5,7.8,7.5,7.8,7.5,7.6,7.2,7.6,7.5,15000000,95918706,15.0,95.918706,6.3945804
432,tt5095030,Ant-Man and the Wasp,Ant-Man and the Wasp,2018,118.0,"Action,Adventure,Comedy","nm0748620, nm0671567, nm0324658",nm1431940,,nm0715636,,,"nm0498278, nm0571344, nm1273099, nm3029372, nm2592245",PG-13,7.0,7.3,7.1,7.1,7.0,7.0,7.0,7.3,6.9,7.2,6.9,162000000,622674139,162.0,622.674139,3.843667524691358
433,tt5113040,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,86.0,"Adventure,Animation,Comedy","nm0652663, nm0366389, nm0000148, nm0832314",,nm0006035,"nm0719208, nm3646390",,"nm0372329, nm0577560",nm0528244,PG,6.4,6.8,6.5,6.5,6.4,6.4,6.3,6.8,5.9,6.4,6.4,80000000,434439515,80.0,434.439515,5.4304939375
434,tt5117670,Peter Rabbit,Peter Rabbit,2018,95.0,"Adventure,Animation,Comedy","nm0179479, nm2417960, nm1727304",nm2397981,nm3825122,nm0323239,,nm0620502,"nm1464577, nm0693229",PG,6.4,6.9,6.6,6.6,6.5,6.4,6.4,7.0,5.8,6.5,6.5,50000000,351266433,50.0,351.266433,7.0253286600000004
435,tt5140878,Annabelle: Creation,Annabelle: Creation,2017,109.0,"Horror,Mystery,Thriller","nm0001439, nm0339159","nm5343317, nm0001584",nm1818744,nm2497546,,"nm0755911, nm1490123",nm2477891,R,6.5,6.6,6.5,6.6,6.4,6.6,6.4,6.6,6.1,6.6,6.4,15000000,306515884,15.0,306.515884,20.43439226666667
436,tt5164214,Ocean's Eight,Ocean's Eight,2018,110.0,"Action,Comedy,Crime",,"nm0000113, nm0000949, nm0004266, nm1411676",,nm0002657,,"nm0001752, nm0252382","nm6035700, nm0425138, nm0751207",PG-13,6.0,6.8,6.2,6.5,6.1,6.2,5.9,7.0,5.7,6.3,6.1,70000000,297718711,70.0,297.718711,4.253124442857143
437,tt5164432,"Love, Simon","Love, Simon",2018,110.0,"Comedy,Drama,Romance","nm3538718, nm0241049","nm0004950, nm7692698",,nm0075528,,"nm0324041, nm2125212","nm0074165, nm4170842, nm7698350",PG-13,7.4,7.8,7.6,7.7,7.4,7.6,7.3,7.8,6.5,7.7,7.4,17000000,66228699,17.0,66.228699,3.895805823529412
438,tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97.0,"Adventure,Animation,Comedy","nm0001191, nm1676221, nm0416673",nm1411125,"nm0006205, nm1451495",nm0850733,nm0037167,nm0613740,nm0567112,PG,6.2,6.7,6.3,6.4,6.2,6.2,6.1,6.7,5.7,6.3,6.2,80000000,528583774,80.0,528.583774,6.607297174999999
439,tt5247022,Paterson,Paterson,2016,118.0,"Comedy,Drama,Romance","nm3485845, nm8165340, nm0542492",nm0267042,nm5670423,nm0000464,,"nm0040120, nm2123941","nm0931937, nm3143010",R,7.4,7.3,7.4,7.6,7.2,7.7,7.2,7.4,6.8,7.4,7.3,5000000,1986483,5.0,1.986483,0.3972966
440,tt5254868,The Thinning,The Thinning,2016,81.0,"Action,Drama,Horror","nm6982686, nm1101127","nm2572554, nm3096796",nm4112520,nm2038422,,"nm2755239, nm2347031",nm3475267,Not Rated,5.2,6.4,5.5,5.8,5.3,5.3,5.1,6.7,4.7,5.4,5.4,1000000,4000000,1.0,4.0,4.0
441,tt5270948,Chappaquiddick,Chappaquiddick,2017,106.0,"Drama,History,Thriller","nm0164809, nm1159180, nm0001136",nm0544718,,nm0192845,,"nm0570577, nm0161891, nm1038319","nm1844039, nm1905002",PG-13,6.5,6.4,6.4,6.5,6.4,6.6,6.4,6.3,5.6,6.6,6.3,13000000,17986043,13.0,17.986043,1.3835417692307692
442,tt5273624,Journey to the West: The Demons Strike Back,Journey to the West: Demon Chapter,2017,109.0,"Adventure,Comedy,Fantasy","nm6806246, nm5341380","nm3209720, nm7467125",nm0939296,nm0007139,,nm0793016,"nm0159507, nm3221887",PG-13,5.5,5.4,5.4,5.5,5.4,5.5,5.4,5.5,5.3,5.7,5.3,63300000,248805149,63.3,248.805149,3.930571074249605
443,tt5294550,All the Money in the World,All the Money in the World,2017,132.0,"Biography,Crime,Drama","nm0001626, nm0000242, nm0244151",nm0931329,,nm0000631,,"nm6679051, nm0163770, nm2795844","nm0769227, nm0669301",R,6.8,6.8,6.8,6.9,6.7,6.9,6.7,6.9,6.5,6.8,6.8,50000000,39351407,50.0,39.351407,0.78702814
444,tt5308322,Happy Death Day,Happy Death Day,2017,96.0,"Horror,Mystery,Thriller","nm3441152, nm2531628","nm1557329, nm4384329",nm0566970,nm0484907,nm0687427,nm0089658,nm1245146,PG-13,6.5,6.7,6.5,6.6,6.5,6.6,6.4,6.7,6.4,6.7,6.4,4800000,125479266,4.8,125.479266,26.14151375
445,tt5322012,Wish Upon,Wish Upon,2017,90.0,"Drama,Fantasy,Horror","nm0000202, nm3859624, nm8190400",nm1428821,nm0354453,nm0502954,nm0697953,nm1602119,nm3011547,PG-13,4.9,5.5,5.0,4.6,5.1,4.3,5.0,5.3,4.7,5.0,5.0,16000000,14053908,16.0,14.053908,0.87836925
446,tt5325452,Boo! A Madea Halloween,Boo! A Madea Halloween,2016,103.0,"Comedy,Drama,Horror","nm1347153, nm6257719","nm0204322, nm4776479",nm1347316,,nm2263647,"nm1129570, nm3884187",,PG-13,4.1,5.5,4.6,4.7,4.3,4.4,3.9,5.4,4.2,4.8,3.7,20000000,74792994,20.0,74.792994,3.7396496999999997
447,tt5362988,Wind River,Wind River,2017,107.0,"Crime,Drama,Mystery","nm0719637, nm3897067","nm2080328, nm1247407",,nm0792263,,"nm3948817, nm2240551, nm0000916, nm0313531, nm0412588",,R,7.7,7.7,7.7,7.8,7.6,7.9,7.6,7.7,7.3,7.9,7.6,11000000,44998252,11.0,44.998252,4.090750181818182
448,tt5439796,Logan Lucky,Logan Lucky,2017,118.0,"Comedy,Crime,Drama","nm1475594, nm3485845, nm0185819",nm5008863,nm0391794,nm0001752,,"nm1730221, nm0414423, nm0425741",nm8362793,PG-13,7.0,7.0,7.0,7.2,6.9,7.2,7.0,7.1,6.5,7.2,7.0,29000000,48453605,29.0,48.453605,1.6708139655172416
449,tt5442430,Life,Life,2017,104.0,"Horror,Sci-Fi,Thriller","nm0350453, nm0005351, nm0760796",nm0272581,,nm1174251,,"nm1602154, nm0193268, nm1911103","nm1014201, nm1116660",R,6.6,6.5,6.6,6.7,6.5,6.7,6.5,6.6,6.4,6.5,6.5,58000000,70307784,58.0,70.307784,1.2122031724137932
450,tt5462602,The Big Sick,The Big Sick,2017,120.0,"Comedy,Drama,Romance","nm3529685, nm0005380","nm1443740, nm0000456",nm0028787,nm0795290,,"nm0031976, nm0578814",nm5077137,R,7.6,7.4,7.5,7.7,7.5,7.7,7.5,7.5,7.1,7.8,7.4,5000000,44328624,5.0,44.328624,8.865724799999999
451,tt5463162,Deadpool 2,Deadpool 2,2018,119.0,"Action,Adventure,Comedy","nm0005351, nm0000982, nm5421877",nm1072555,,nm0500610,,nm1334526,"nm1014201, nm1116660, nm0509580, nm1436760",R,7.7,7.8,7.7,7.8,7.6,7.8,7.6,7.8,7.5,7.8,7.6,110000000,785046920,110.0,785.04692,7.136790181818182
452,tt5523010,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018,99.0,"Adventure,Family,Fantasy",nm0000151,"nm3237775, nm0461136, nm0000545",,"nm0002120, nm0002653",,nm0290581,"nm2060755, nm0006782, nm0677535",PG,5.3,5.9,5.5,5.5,5.5,5.1,5.3,5.8,5.1,5.6,5.5,120000000,173961069,120.0,173.961069,1.449675575
453,tt5537228,Everybody Loves Somebody,Todos queremos a alguien,2017,102.0,"Comedy,Romance","nm0946962, nm4649116, nm0131060",nm0646568,nm3177925,nm3403118,,"nm0327900, nm3348018, nm4261097",,PG-13,6.2,6.8,6.5,6.7,6.4,6.5,6.1,6.7,5.1,6.2,6.5,2000000,6402104,2.0,6.402104,3.201052
454,tt5580266,The Hate U Give,The Hate U Give,2018,133.0,"Crime,Drama","nm0395203, nm1107001","nm3964350, nm0356021",,nm0863387,,"nm0854052, nm2125212, nm0324041","nm0920108, nm8021571",PG-13,7.2,7.9,7.4,7.7,7.2,7.5,7.1,8.0,6.2,7.4,7.2,23000000,34934009,23.0,34.934009,1.5188699565217392
455,tt5580390,The Shape of Water,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy","nm0788335, nm0427964","nm1020089, nm0818055",nm0006035,nm0868219,nm0938485,nm0197703,nm0961827,R,7.3,7.3,7.3,7.5,7.2,7.5,7.2,7.4,7.0,7.5,7.2,19400000,195243464,19.4,195.243464,10.064096082474228
456,tt5592248,The Beguiled,The Beguiled,2017,93.0,"Drama,Thriller",nm0268199,"nm0000173, nm0000379, nm1102577",nm1558471,nm0001068,,nm1323058,"nm0191580, nm0540816, nm0436894",R,6.4,6.2,6.3,6.5,6.2,6.7,6.3,6.3,5.8,6.4,6.3,10500000,15871398,10.5,15.871398,1.5115617142857143
457,tt5610554,Tully,Tully,2018,95.0,"Comedy,Drama,Mystery","nm0515296, nm8313926","nm0000234, nm4496875",,nm0718646,,"nm1461537, nm0228690, nm2615685, nm0317943",nm1959505,R,6.9,7.1,7.0,7.2,6.9,7.1,6.9,7.2,6.2,7.0,6.9,13000000,15396952,13.0,15.396952,1.184380923076923
458,tt5619332,Life of the Party,Life of the Party,2018,105.0,Comedy,"nm0909768, nm1229520","nm0565250, nm1094137",nm1135983,,nm1630456,nm0376260,,PG-13,5.3,6.1,5.6,5.7,5.5,5.4,5.2,6.1,4.9,5.7,5.4,30000000,65656061,30.0,65.656061,2.1885353666666663
459,tt5657846,Daddy's Home Two,Daddy's Home Two,2017,100.0,Comedy,"nm0002071, nm0000242, nm0000154, nm0001475",,,nm1890845,,"nm0582111, nm0376260, nm0570912","nm1898234, nm0122602",PG-13,5.9,6.3,6.0,6.0,5.9,6.0,5.9,6.4,5.5,6.0,5.9,69000000,180613180,69.0,180.61318,2.61758231884058
460,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family","nm5582294, nm4144312","nm1018488, nm5589690",,nm1847738,,"nm0605775, nm0287149","nm1464577, nm0501359, nm0830419",PG,5.5,5.8,5.6,5.6,5.5,5.5,5.5,5.7,5.5,5.8,5.5,35000000,93320380,35.0,93.32038,2.6662965714285716
461,tt5670152,Traffik,Traffik,2018,96.0,"Action,Crime,Drama","nm0331577, nm0001209","nm5159424, nm1745736",nm0952944,nm1938064,nm0003151,nm1939331,,R,5.6,6.1,6.0,5.8,5.7,5.7,5.6,6.3,4.9,5.7,5.6,4000000,9502897,4.0,9.502897,2.37572425
462,tt5690360,Slender Man,Slender Man,2018,93.0,"Horror,Mystery,Thriller",,"nm1428821, nm5065920, nm3596959, nm2399383",,nm1234893,,"nm0792061, nm1329482, nm1159733","nm0083547, nm6881486",PG-13,3.2,3.4,3.2,3.0,3.3,2.9,3.3,3.3,3.1,3.2,3.3,10000000,51738549,10.0,51.738549,5.1738549
463,tt5691024,Show Dogs,Show Dogs,2018,92.0,"Adventure,Comedy,Family","nm0004715, nm0524839, nm0001804",nm0005169,nm0673137,nm0331532,,"nm0623235, nm0901880","nm1363111, nm0405190",Unrated,3.6,4.3,3.7,3.3,3.8,3.0,3.7,4.7,3.3,3.2,4.0,5500000,37747362,5.5,37.747362,6.863156727272727
464,tt5701718,Heartthrob,Heartthrob,2017,86.0,"Drama,Romance,Thriller","nm1507857, nm0004906, nm1497548",nm2874427,nm0233199,nm1032754,nm3732346,"nm1269546, nm0616794",,Unrated,5.5,5.4,5.5,5.4,5.5,5.5,5.6,5.2,4.8,5.5,5.4,4000000,90000000,4.0,90.0,22.5
465,tt5715410,The Son of Bigfoot,The Son of Bigfoot,2017,92.0,"Adventure,Animation,Comedy","nm0861558, nm0021633","nm1197574, nm0015924",nm6525963,"nm0214857, nm0823721",,,"nm1779809, nm2117510",PG,6.1,6.4,6.1,6.2,6.1,6.1,6.1,6.3,5.3,6.0,6.1,30000000,46372519,30.0,46.372519,1.5457506333333333
466,tt5719748,Cold Pursuit,Cold Pursuit,2019,119.0,"Action,Crime,Drama","nm0000553, nm6183410, nm1002664",nm0000368,,nm0596407,,"nm0787834, nm0321521, nm1626598","nm2737558, nm0007344",R,6.2,6.2,6.2,6.2,6.1,6.2,6.1,6.2,6.1,6.2,6.1,60000000,72983664,60.0,72.983664,1.2163944
467,tt5721088,Just Getting Started,Just Getting Started,2017,91.0,"Action,Comedy","nm0000151, nm0000169, nm0001592",nm0000623,nm0943391,nm0005421,nm0786732,"nm0314088, nm0724345",,PG-13,4.4,4.8,4.5,4.3,4.3,4.3,4.3,4.6,4.2,4.4,4.4,22000000,1564417,22.0,1.564417,0.07110986363636364
468,tt5726086,Insidious: The Last Key,Insidious: The Last Key,2018,103.0,"Horror,Mystery,Thriller","nm1191481, nm0760151, nm0009716",nm0005417,nm1177766,nm0733263,,"nm0089658, nm2305431, nm1490123",,PG-13,5.6,5.9,5.7,5.7,5.7,5.6,5.6,5.8,5.2,5.7,5.6,10000000,172811971,10.0,172.811971,17.2811971
